0,18782,instruction,40.0,0.17689221098985186,0.49219400229124555
1,18782,pd_fs,32.0,0.040164962423381335,0.5035988922353043
2,18782,pd_zs,0.0,1.1312707632944508,0.00017197267052017923
3,18782,ref_instruction,69.0,0.23264885491627776,0.49870851163662244
4,18784,instruction,35.0,0.03173630446115758,0.33302329438940215
5,18784,pd_fs,44.0,0.10994076708308989,0.3314857457455468
6,18784,pd_zs,33.0,0.006662149277404881,0.0033444298205341986
7,18784,ref_instruction,59.0,0.03306781969217422,0.325311619837199
8,22151,instruction,26.0,0.3794291559070593,0.3988756709656589
9,22151,pd_fs,28.0,0.08240406688231748,0.4760531517613805
10,22151,pd_zs,39.0,0.3886283309512955,0.4248076254047773
11,22151,ref_instruction,47.0,0.36762305427885344,0.4283727317658561
12,30982,instruction,32.0,0.007124930892055878,0.21628491777622333
13,30982,pd_fs,31.0,0.002772864195059531,0.23899738495609182
14,30982,pd_zs,51.0,0.013605966197078193,0.05826268397925973
15,30982,ref_instruction,46.0,0.1996232183726261,0.031306737307828444
16,3261,instruction,39.0,0.44808592412190096,0.4579950084676131
17,3261,pd_fs,29.0,2.7854795264489476,0.553156404064654
18,3261,pd_zs,34.0,0.15194931800916225,0.556314645179082
19,3261,ref_instruction,47.0,0.35692122381452535,0.038407059279861815
20,34346,instruction,31.0,0.0,0.5107549831275888
21,34346,pd_fs,66.0,0.0,0.5005302609911222
22,34346,pd_zs,44.0,0.0,0.49729124591022433
23,34346,ref_instruction,54.0,0.0,0.5201382829343221
24,34527,instruction,32.0,0.14996356754460538,0.4464954133561204
25,34527,pd_fs,NaN,0.21314615728861325,NaN
26,34527,pd_zs,NaN,0.21314615728861325,NaN
27,34527,ref_instruction,NaN,0.21437217574741874,NaN
28,38961,instruction,39.0,0.22570482414962603,0.530346364583785
29,38961,pd_fs,30.0,0.14604819423116364,0.5203893522654305
30,38961,pd_zs,56.0,0.2910460371844745,0.5106360624011825
31,38961,ref_instruction,60.0,0.40613434230119,0.21265989487725956
32,49794,instruction,NaN,0.09663767689243721,NaN
33,49794,pd_fs,NaN,0.09663767689243721,NaN
34,49794,pd_zs,NaN,0.09663767689243721,NaN
35,49794,ref_instruction,NaN,0.09663767689243721,NaN
36,49799,instruction,NaN,0.0,NaN
37,49799,pd_fs,NaN,0.0,NaN
38,49799,pd_zs,NaN,0.0,NaN
39,49799,ref_instruction,NaN,0.0,NaN
40,53054,instruction,24.0,0.15964131406035176,0.466945723553679
41,53054,pd_fs,29.0,0.02824924964982443,0.46373085470534753
42,53054,pd_zs,31.0,0.3166229165099569,0.4431988101622445
43,53054,ref_instruction,57.0,0.29163047688990934,0.4232221380643942
44,54377,instruction,16.0,0.0981585978595182,0.691612513217487
45,54377,pd_fs,43.0,1.4519931740930296,0.6997383949254181
46,54377,pd_zs,28.0,0.3064974806895105,0.6814640184182975
47,54377,ref_instruction,34.0,1.6469355961811494,0.6809039328514825
48,59370,instruction,28.0,0.240244378518929,0.4370243862466015
49,59370,pd_fs,29.0,0.08331928544386688,0.47227920872048496
50,59370,pd_zs,39.0,0.5043025769855974,0.3856769137683208
51,59370,ref_instruction,64.0,0.2810524994809033,0.44988574294057365
52,63575,instruction,33.0,0.13725253393111264,0.3372505535938951
53,63575,pd_fs,40.0,0.5463546190238574,0.3425605178228519
54,63575,pd_zs,40.0,0.2814787474770643,0.33738031349444175
55,63575,ref_instruction,56.0,0.3304638565086286,0.316892354295193
56,67033,instruction,NaN,0.2422099335678728,NaN
57,67033,pd_fs,NaN,0.2422099335678728,NaN
58,67033,pd_zs,NaN,0.2422099335678728,NaN
59,67033,ref_instruction,NaN,0.2422099335678728,NaN
60,67044,instruction,24.0,0.07380086540740563,0.4781502337710619
61,67044,pd_fs,81.0,1.5082398623425932,0.39593341579433144
62,67044,pd_zs,NaN,0.4159587854894842,0.41442013823303064
63,67044,ref_instruction,48.0,0.29483699937972935,0.44432918873885996
64,67045,instruction,26.0,0.15464869558318767,0.5160021607824931
65,67045,pd_fs,32.0,0.9752943375038505,0.5564337588447099
66,67045,pd_zs,0.0,0.7540272880335038,0.03248351470270231
67,67045,ref_instruction,38.0,0.1461752410658662,0.05060665906898557
68,69587,instruction,34.0,0.8000318026617518,0.3761158133598934
69,69587,pd_fs,27.0,0.33542715925934397,0.4099137294729367
70,69587,pd_zs,46.0,0.19205442897560968,0.40279625570530647
71,69587,ref_instruction,59.0,0.2936339394517666,0.3935259656557002
72,9007,instruction,NaN,0.4232223845271448,NaN
73,9007,pd_fs,NaN,0.4232223845271448,NaN
74,9007,pd_zs,NaN,0.4232223845271448,NaN
75,9007,ref_instruction,NaN,0.4232223845271448,NaN
76,9015,instruction,NaN,0.1517307785159374,NaN
77,9015,pd_fs,NaN,0.1517307785159374,NaN
78,9015,pd_zs,NaN,0.1517307785159374,NaN
79,9015,ref_instruction,NaN,0.1517307785159374,NaN
